# NVIDIA H100 80GB HBM3, 132 SMs, cold weights, 11 repetitions; synthetic BF16 inputs
M,N,K,variant,us,weight_GBs,lt_mismatches,max_abs_lt,cpu_max_abs,cpu_failures,repeat_mismatches
16,3840,4096,transpose_bk256_d2_s4,18.560,1694.90,120,0.001953125,0.001734847,0,0
16,3840,4096,driver_transpose_bk128_d3_s4,18.912,1663.35,120,0.001953125,0.001734847,0,0
16,3840,4096,driver_transpose_bk256_d2_s4,18.656,1686.17,120,0.001953125,0.001734847,0,0
16,3840,4096,existing_s8,23.296,1350.33,127,0.00390625,0.001734847,0,3
16,3840,4096,transpose_bk128_d3_s8,21.024,1496.26,127,0.00390625,0.001734847,0,0
16,3840,4096,transpose_bk256_d2_s8,20.512,1533.60,127,0.00390625,0.001734847,0,0
16,3840,4096,driver_transpose_bk128_d3_s8,21.216,1482.71,127,0.00390625,0.001734847,0,0
16,3840,4096,driver_transpose_bk256_d2_s8,20.544,1531.21,127,0.00390625,0.001734847,0,0
1,3840,8192,cublaslt,27.456,2291.47,0,0,0.001915517,0,0
1,3840,8192,native_gemv_grid132,38.752,1623.52,11,0.0004882812,0.001915517,0,0
1,3840,8192,native_gemv_grid528,36.224,1736.82,11,0.0004882812,0.001915517,0,0
1,3840,8192,existing_s1,72.480,868.03,21,0.0009765625,0.001915517,0,0
1,3840,8192,transpose_bk128_d3_s1,60.000,1048.58,21,0.0009765625,0.001915517,0,0
1,3840,8192,transpose_bk256_d2_s1,45.408,1385.54,21,0.0009765625,0.001915517,0,0
1,3840,8192,driver_transpose_bk128_d3_s1,46.240,1360.61,21,0.0009765625,0.001915517,0,0
1,3840,8192,driver_transpose_bk256_d2_s1,45.504,1382.62,21,0.0009765625,0.001915517,0,0
1,3840,8192,existing_s4,35.296,1782.48,12,0.0009765625,0.001915517,0,1
1,3840,8192,transpose_bk128_d3_s4,28.256,2226.59,12,0.0009765625,0.001915517,0,0
1,3840,8192,transpose_bk256_d2_s4,28.288,2224.07,12,0.0009765625,0.001915517,0,0
1,3840,8192,driver_transpose_bk128_d3_s4,28.448,2211.56,12,0.0009765625,0.001915517,0,0
1,3840,8192,driver_transpose_bk256_d2_s4,28.128,2236.72,12,0.0009765625,0.001915517,0,0
1,3840,8192,existing_s8,34.080,1846.08,10,0.0004882812,0.001915517,0,1
1,3840,8192,transpose_bk128_d3_s8,31.552,1994.00,9,0.0004882812,0.001915517,0,0
1,3840,8192,transpose_bk256_d2_s8,30.272,2078.31,9,0.0004882812,0.001915517,0,0
